timestamp,key_dwell,mouse_x,mouse_y,scroll_dx,scroll_dy,idle_seconds,event_type
2026-02-25 00:56:35.519212,0,717,879,0,0,0.006509065628051758,move
2026-02-25 00:56:35.526213,0,732,888,0,0,0.007000923156738281,move
2026-02-25 00:56:35.533213,0,744,898,0,0,0.0070002079010009766,move
2026-02-25 00:56:35.540213,0,757,906,0,0,0.006999969482421875,move
2026-02-25 00:56:35.547214,0,768,915,0,0,0.007000923156738281,move
2026-02-25 00:56:35.554212,0,774,920,0,0,0.0069980621337890625,move
2026-02-25 00:56:35.561218,0,784,927,0,0,0.007006406784057617,move
2026-02-25 00:56:35.567218,0,791,932,0,0,0.00599980354309082,move
2026-02-25 00:56:35.574525,0,796,935,0,0,0.0073070526123046875,move
2026-02-25 00:56:35.581541,0,800,937,0,0,0.007016181945800781,move
2026-02-25 00:56:35.588540,0,806,939,0,0,0.006998538970947266,move
2026-02-25 00:56:35.594540,0,809,940,0,0,0.006000518798828125,move
2026-02-25 00:56:35.601540,0,812,940,0,0,0.0069997310638427734,move
2026-02-25 00:56:35.608546,0,814,940,0,0,0.0070056915283203125,move
2026-02-25 00:56:35.615547,0,817,940,0,0,0.007001161575317383,move
2026-02-25 00:56:35.623059,0,820,940,0,0,0.007512331008911133,move
2026-02-25 00:56:35.637058,0,821,940,0,0,0.013998270034790039,move
2026-02-25 00:56:35.650058,0,821,940,0,0,0.013000249862670898,move
2026-02-25 00:56:35.656057,0,823,940,0,0,0.005999326705932617,move
2026-02-25 00:56:35.677058,0,825,940,0,0,0.02100062370300293,move
2026-02-25 00:56:35.698061,0,826,940,0,0,0.021003007888793945,move
2026-02-25 00:56:35.725584,0,826,940,0,0,0.027522563934326172,move
2026-02-25 00:56:35.745577,0,827,940,0,0,0.019994258880615234,move
2026-02-25 00:56:35.759586,0,828,940,0,0,0.014008045196533203,move
2026-02-25 00:56:35.773096,0,829,940,0,0,0.013510465621948242,move
2026-02-25 00:56:35.786097,0,830,940,0,0,0.013000965118408203,move
2026-02-25 00:56:35.814101,0,830,940,0,0,0.028003692626953125,move
2026-02-25 00:56:35.841212,0,831,940,0,0,0.027111530303955078,move
2026-02-25 00:56:35.848217,0,832,940,0,0,0.007004737854003906,move
2026-02-25 00:56:35.855208,0,833,940,0,0,0.006991386413574219,move
2026-02-25 00:56:35.861208,0,835,941,0,0,0.00599980354309082,move
2026-02-25 00:56:35.869209,0,837,942,0,0,0.008000612258911133,move
2026-02-25 00:56:35.876209,0,843,945,0,0,0.006999969482421875,move
2026-02-25 00:56:35.882208,0,848,950,0,0,0.005999565124511719,move
2026-02-25 00:56:35.889207,0,855,955,0,0,0.006999015808105469,move
2026-02-25 00:56:35.896210,0,860,960,0,0,0.007002353668212891,move
2026-02-25 00:56:35.903211,0,863,965,0,0,0.007001638412475586,move
2026-02-25 00:56:35.910216,0,870,970,0,0,0.007004499435424805,move
2026-02-25 00:56:35.917215,0,874,975,0,0,0.006999492645263672,move
2026-02-25 00:56:35.923379,0,876,980,0,0,0.006163358688354492,move
2026-02-25 00:56:35.930379,0,878,982,0,0,0.007000446319580078,move
2026-02-25 00:56:35.936890,0,879,984,0,0,0.006511211395263672,move
2026-02-25 00:56:35.944474,0,881,985,0,0,0.0075838565826416016,move
2026-02-25 00:56:35.951475,0,881,986,0,0,0.00700068473815918,move
2026-02-25 00:56:35.957475,0,881,987,0,0,0.006000041961669922,move
2026-02-25 00:56:35.964475,0,882,987,0,0,0.006999492645263672,move
2026-02-25 00:56:35.971480,0,882,988,0,0,0.0070056915283203125,move
2026-02-25 00:56:36.459738,0.10424375534057617,882,988,0,0,0.48825764656066895,key
2026-02-25 00:56:36.522995,0.4080796241760254,882,988,0,0,0.06325745582580566,key
2026-02-25 00:56:36.882722,0.057675838470458984,882,988,0,0,0.3597266674041748,key
2026-02-25 00:56:37.224936,0.09780287742614746,882,988,0,0,0.34221386909484863,key
2026-02-25 00:56:37.357493,0.37676072120666504,882,988,0,0,0.13255691528320312,key
2026-02-25 00:56:38.605646,0.10103416442871094,882,988,0,0,1.2481536865234375,key
2026-02-25 00:56:42.114341,0.1313948631286621,882,988,0,0,3.508695125579834,key
2026-02-25 00:56:42.176929,0.07777619361877441,882,988,0,0,0.06258702278137207,key
2026-02-25 00:56:42.320534,0.08331465721130371,882,988,0,0,0.14360523223876953,key
2026-02-25 00:56:42.443432,0.13090062141418457,882,988,0,0,0.12289881706237793,key
2026-02-25 00:56:42.520955,0.10854697227478027,882,988,0,0,0.07752275466918945,key
2026-02-25 00:56:42.605149,0.07844901084899902,882,988,0,0,0.08419394493103027,key
2026-02-25 00:56:42.762775,0.1304616928100586,882,988,0,0,0.15762543678283691,key
2026-02-25 00:56:42.815041,0.0976865291595459,882,988,0,0,0.05226588249206543,key
2026-02-25 00:56:43.339647,0.07639217376708984,882,988,0,0,0.5246067047119141,key
2026-02-25 00:56:43.510847,0.07932376861572266,882,988,0,0,0.17119979858398438,key
2026-02-25 00:56:43.594080,0.1049349308013916,882,988,0,0,0.08323311805725098,key
2026-02-25 00:56:43.683617,0.08277153968811035,882,988,0,0,0.08953714370727539,key
2026-02-25 00:56:43.800826,0.08846545219421387,882,988,0,0,0.11720824241638184,key
2026-02-25 00:56:43.870070,0.08730673789978027,882,988,0,0,0.0692441463470459,key
2026-02-25 00:56:44.023289,0.09599041938781738,882,988,0,0,0.15321969985961914,key
2026-02-25 00:56:44.493051,0.10664868354797363,882,988,0,0,0.4697611331939697,key
2026-02-25 00:56:44.566831,0.08151888847351074,882,988,0,0,0.07378005981445312,key
2026-02-25 00:56:44.714414,0.06558585166931152,882,988,0,0,0.1475832462310791,key
2026-02-25 00:56:53.220873,0,882,985,0,0,8.506458520889282,move
2026-02-25 00:56:53.226870,0,882,982,0,0,0.005997419357299805,move
2026-02-25 00:56:53.233876,0,882,978,0,0,0.007006168365478516,move
2026-02-25 00:56:53.241063,0,881,976,0,0,0.0071871280670166016,move
2026-02-25 00:56:58.143150,0,853,951,0,0,4.902087211608887,move
2026-02-25 00:56:58.149289,0,813,914,0,0,0.006139278411865234,move
2026-02-25 00:56:58.155682,0,771,879,0,0,0.006392240524291992,move
