mean_interval,std_interval,click_rate
8.033184630571428,11.16275955709302,0.13333333333333333
3.3526509929999997,3.680988962928705,0.3
6.7833640575,8.456476195103077,0.05
8.36658644675,1.7022211944921388,0.08333333333333333
6.296734124375001,5.685054949439009,0.15
3.6656317540714283,2.708514674035317,0.25
4.623217192545455,3.53496325127134,0.2
6.356916533555555,12.10709801552655,0.16666666666666666
16.533544460666665,7.986871445809568,0.06666666666666667
7.174254322,11.451981630195814,0.1
7.447309221571429,9.043803880584486,0.13333333333333333
4.842096845166668,3.246250920984499,0.11666666666666667
7.78837591425,11.589457152039516,0.08333333333333333
2.825433424571428,2.6465923994889913,0.36666666666666664
11.181704600666668,9.091406005388805,0.06666666666666667
16.20095102,24.879163434556027,0.06666666666666667
23.0812197925,9.438049829335966,0.05
2.831185536,3.621154031643459,0.2
5.170610560333333,5.611166413079646,0.16666666666666666
1.737214186647059,2.255935465267087,0.3
3.5032177766666663,5.2263511702876855,0.11666666666666667
13.309473216499999,11.018660203574056,0.08333333333333333
4.1777618884,6.118719844040851,0.1
8.538752437,7.694506523993593,0.05
4.6672358172857145,2.7482813498903917,0.13333333333333333
2.4180063963,3.665213363849033,0.35
8.951758941166666,7.873993851209802,0.11666666666666667
6.306892130111112,12.149703139760613,0.16666666666666666
5.564806461250001,2.0349624901276915,0.08333333333333333
7.625791867666666,4.901759199398391,0.06666666666666667
9.40529364325,8.491670598306738,0.08333333333333333
4.84453972890909,4.729341357296056,0.2
4.4451451778,2.239786728491671,0.1
3.1786334365625004,3.434615178433224,0.2833333333333333
1.9591408967500001,2.874801877939205,0.21666666666666667
13.236466646333334,15.92737425661289,0.06666666666666667
1.6818279955555555,1.7083140061982671,0.16666666666666666
5.235613866272727,3.529949545542592,0.2
5.324377179,3.752159699667625,0.08333333333333333
3.5673241019166664,3.4987536627438964,0.21666666666666667
4.572249799875,3.4129194641345038,0.15
5.18259188525,3.358594758234525,0.15
2.1574669281666665,1.3259281620337104,0.31666666666666665
5.2157737494,5.15860040250418,0.18333333333333332
4.1147571801666665,3.6065950733490473,0.11666666666666667
14.712183237249999,19.558882312139204,0.08333333333333333
3.731748104076923,4.309750672651469,0.23333333333333334
3.6849024693333337,3.1477736456632215,0.11666666666666667
2.488475799529412,1.8009864466766163,0.3
5.690162473333333,7.031554523642095,0.16666666666666666
4.881744861571428,3.5694741939715797,0.13333333333333333
11.889339208666668,16.954228474068323,0.06666666666666667
15.184100786666667,13.387241310095757,0.06666666666666667
4.5701660315,5.354253892948663,0.11666666666666667
8.214328718199999,8.223297500908288,0.1
5.028952663636364,5.195761777966238,0.2
10.431290865,,0.03333333333333333
3.6258671284000004,4.001441368327369,0.1
7.117063828857143,4.045949318189573,0.13333333333333333
4.981628201272728,5.126265086406372,0.2
2.670338889,1.7211485616084437,0.21666666666666667
9.440982182666668,12.340125920629305,0.06666666666666667
1.3248777386666666,0.7384675282086449,0.06666666666666667
3.577781995333334,3.272101127540335,0.06666666666666667
3.3366511051538463,3.0090355124335715,0.23333333333333334
11.985598564,,0.03333333333333333
2.883049647,1.3927775679152716,0.06666666666666667
4.057200534000001,6.0793786983925475,0.25
2.032429571827586,1.6356565799915421,0.5
2.879154104947369,2.303284237054691,0.3333333333333333
2.6229679465500007,2.2075752975013465,0.35
4.890010065555556,5.11259986186981,0.16666666666666666
2.607471779,1.8403946533464244,0.2833333333333333
13.46663016075,11.822216943373236,0.08333333333333333
17.39523871766667,27.699633559828566,0.06666666666666667
14.3794437645,8.844668057072486,0.05
5.84157460925,8.918355456208726,0.08333333333333333
2.116315365,,0.03333333333333333
4.457990249000001,7.189975057756147,0.11666666666666667
2.8341256856999997,2.4527666990666206,0.18333333333333332
1.6713228821250001,0.5436254563242882,0.15
2.2845701695,1.1735870610015515,0.18333333333333332
1.605531985090909,0.8254052783247892,0.38333333333333336
4.317159964461538,4.182612358482239,0.23333333333333334
3.1150779326666664,2.581329036760035,0.11666666666666667
2.76797306525,4.026781514246693,0.08333333333333333
1.605309218125,1.1194576941682457,0.15
1.7178356646666666,1.4574052897293874,0.11666666666666667
1.580741167,,0.03333333333333333
6.978630482999999,5.331782665204093,0.08333333333333333
3.4754931032500003,4.38512055010853,0.2833333333333333
9.9060771464,10.245966403592362,0.1
2.3739091682799995,3.15311564019334,0.43333333333333335
2.9053244352500003,2.21369501502877,0.35
3.787155532866667,5.504199520260779,0.26666666666666666
2.100969818923077,1.3480505415859698,0.45
1.649161291,1.2376129306279402,0.1
3.875841193666667,4.423653679337273,0.16666666666666666
14.315669933999999,8.807526999391913,0.06666666666666667
7.608126640333334,8.30573210529067,0.11666666666666667
2.3113423585,1.9879672093388532,0.05
9.726497602399998,16.79959268913262,0.1
4.137784549285715,4.899449874584854,0.13333333333333333
2.3598876,,0.03333333333333333
7.2250128985,6.029655769027596,0.05
7.050522566,,0.03333333333333333
2.229280948,,0.03333333333333333
5.14201468225,4.72607448250402,0.08333333333333333
2.7567012575555556,1.6216521545606883,0.16666666666666666
6.98418205142857,5.6436363027201,0.13333333333333333
6.166964680000001,7.812142787006667,0.15
2.6813790256363634,3.7121822719730178,0.38333333333333336
2.4802293777058826,1.7331288475130184,0.3
3.193111897,,0.03333333333333333
3.0407466887499996,2.342239673513897,0.08333333333333333
1.517709255,,0.03333333333333333
2.7005862628823527,3.8008849157721785,0.3
1.87288108475,1.4830760510197702,0.15
4.033963024625,3.8434378831772347,0.15
2.4606951475,1.797151247080278,0.15
